# skill_name_map.tsv - generated by poe_tools.py (build-item-names)
# generated: 2026-09-15T15:29:38Z
# GrantedEffects.Id (read live from memory) -> ActiveSkills.DisplayedName.
# columns: granted_effect_id	displayed_name	icon_ddsfile
SerpentClanTailWhip	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
ShadowAmbushPlayer	[DNT-UNUSED] Shadow Ambush	Art/2DArt/SkillIcons/iconblinkstrike.dds
ShadowDashPlayer	[DNT-UNUSED] Shadow Dash	Art/2DArt/SkillIcons/ChargedDash.dds
ShadowThiefSlashPlayer	[DNT-UNUSED] Shadow Thief Slash	Art/2DArt/SkillIcons/passives/AreaofEffectofMinionsNotable.dds
ShardScavengerPlayer	Shard Scavenger	Art/2DArt/SkillIcons/MercShardDespoiler.dds
ShatteringConcoctionPlayer	Shattering Concoction	Art/2DArt/SkillIcons/RangerBrewConcoctionColdSkill.dds
ShatteringPalmExplosionPlayer	Freezing Explosion	Art/2DArt/SkillIcons/MonkFreezingWord.dds
ShatteringPalmExplosionRogueExileMonk2	Freezing Explosion	Art/2DArt/SkillIcons/MonkFreezingWord.dds
ShatteringPalmPlayer	Shattering Palm	Art/2DArt/SkillIcons/MonkShatteringPalm.dds
ShatteringPalmRogueExileMonk2	Shattering Palm	Art/2DArt/SkillIcons/MonkShatteringPalm.dds
ShatteringRoarSkeletalBruteMinion	Shattering Roar	Art/2DArt/SkillIcons/WitchBruteSkeleton.dds
ShatteringSpitePlayer	Shattering Spite	Art/2DArt/SkillIcons/AtzirisContempt.dds
ShieldBlockPlayer	Raise Shield	Art/2DArt/SkillIcons/BruteShieldBlock.dds
ShieldBlockRogueExileWarrior2	Raise Shield	Art/2DArt/SkillIcons/BruteShieldBlock.dds
ShieldChargePlayer	Shield Charge	Art/2DArt/SkillIcons/BruteShieldCharge.dds
ShieldWallPlayer	Shield Wall	Art/2DArt/SkillIcons/BruteShieldWall.dds
ShockGrenadePlayer	Voltaic Grenade	Art/2DArt/SkillIcons/ShockGrenade.dds
ShockburstRoundsAmmoPlayer	Load Shockburst Rounds	Art/2DArt/SkillIcons/RapidShotStormblast.dds
ShockburstRoundsPlayer	Shockburst Rounds	Art/2DArt/SkillIcons/RapidShotStormblast.dds
ShockchainArrowPlayer	Shockchain Arrow	Art/2DArt/SkillIcons/RangerShockchainSkill.dds
ShockwaveTotemPlayer	Shockwave Totem	Art/2DArt/SkillIcons/BruteShockwaveTotem.dds
ShockwaveTotemQuakePlayer	Shockwave Slam	Art/2DArt/SkillIcons/BruteShockwaveTotem.dds
ShroudPlayer	[DNT-UNUSED] Shroud	Art/2DArt/SkillIcons/AmbushIcon.dds
SiegeBallistaPlayer	Siege Ballista	Art/2DArt/SkillIcons/MercArtilleryBallista.dds
SiegeCascadeAmmoPlayer	Load Siege Cascade	Art/2DArt/SkillIcons/SiegeCascadePhysical.dds
SiegeCascadeAmmoRogueExileMercenary2	Load Siege Cascade	Art/2DArt/SkillIcons/SiegeCascadePhysical.dds
SiegeCascadePlayer	Siege Cascade	Art/2DArt/SkillIcons/SiegeCascadePhysical.dds
SiegeCascadeRogueExileMercenary2	Siege Cascade	Art/2DArt/SkillIcons/SiegeCascadePhysical.dds
SigilOfPowerPlayer	Sigil of Power	Art/2DArt/SkillIcons/SigilofPowerWeaponSkill.dds
SiphonElementsPlayer	Siphon Elements	Art/2DArt/SkillIcons/SiphonElements.dds
SiphoningStrikePlayer	Siphoning Strike	Art/2DArt/SkillIcons/MonkSiphoningStrike.dds
SkeletalKnightCleave	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
SkeletonCannonBoneMortar	Bone Mortar	
SkeletonFrostBlades	Frost Blades	Art/2DArt/SkillIcons/IceStrike.dds
SkyfallPlayer	Skyfall	Art/2DArt/SkillIcons/ExpeditionVerisiumComet.dds
SlaveCatcherNetThrow	Mortar	
SlavedriverFlameWhip	Flame Surge	Art/2DArt/SkillIcons/flamewhip.dds
SmashToSmithereensPlayer	Smash to Smithereens	Art/2DArt/SkillIcons/icongroundslam.dds
SnakeHulkDualStrike	Dual Strike	Art/2DArt/SkillIcons/icondualswing.dds
SnapPlayer	Snap	Art/2DArt/SkillIcons/SorceressColdSnap.dds
SnipePlayer	Snipe	Art/2DArt/SkillIcons/RangerSnipeShotArrow.dds
SnipeRogueExileRanger1	Snipe	Art/2DArt/SkillIcons/RangerSnipeShotArrow.dds
SnipersMarkPlayer	Sniper's Mark	Art/2DArt/SkillIcons/projectileweakness.dds
SolarOrbPlayer	Solar Orb	Art/2DArt/SkillIcons/SorceressSolarOrb.dds
SolarOrbRogueExileSorceress2	Solar Orb	Art/2DArt/SkillIcons/SorceressSolarOrb.dds
SorceryWardPlayer	Sorcery Ward	Art/2DArt/SkillIcons/WitchunterSpellAegis.dds
SoulCrystalPlayer	[DNT] Companion: {0}	Art/2DArt/SkillIcons/GraveCommand.dds
SoulLinkPlayer	Soul Link	Art/2DArt/SkillIcons/SoulLink.dds
SoulOfferingPlayer	Soul Offering	Art/2DArt/SkillIcons/WitchPowerOffering.dds
SoulrendPlayer	Soulrend	Art/2DArt/SkillIcons/Soulrend.dds
SparkPlayer	Spark	Art/2DArt/SkillIcons/SorceressSpark.dds
SparkRogueExileSorceress2	Spark	Art/2DArt/SkillIcons/SorceressSpark.dds
SpearOfSolarisPlayer	Spear of Solaris	Art/2DArt/SkillIcons/SolarisSpearSkillIcon.dds
SpearOfSolarisRogueExileHuntress2	Spear of Solaris	Art/2DArt/SkillIcons/SolarisSpearSkillIcon.dds
SpearThrowPlayer	Spear Throw	Art/2DArt/SkillIcons/HuntressIceSpear.dds
SpearWindVortexPlayer	[DNT-UNUSED] Spear Wind Vortex	Art/2DArt/SkillIcons/Tornado.dds
SpearfieldPlayer	Spearfield	Art/2DArt/SkillIcons/HuntressSpearField.dds
SpearfieldRogueExileHuntress1	Spearfield	Art/2DArt/SkillIcons/HuntressSpearField.dds
SpinningFlailPlayer	[DNT-UNUSED] Spinning Flail	Art/2DArt/SkillIcons/passives/StaffNodeDefensive.dds
SpinningInfernoPlayer	Spinning Inferno	Art/2DArt/SkillIcons/FlamesOfJudgement.dds
SpinningThrowPlayer	[DNT-UNUSED] Spinning Throw	Art/2DArt/SkillIcons/ghostlythrow.dds
SpiralThrowPlayer	[DNT-UNUSED] Spiral Throw	Art/2DArt/SkillIcons/ghostlythrow.dds
SpiralVolleyPlayer	Spiral Volley	Art/2DArt/SkillIcons/RangerSpiralVolleySkill.dds
SpiritVesselPlayer	Spirit Vessel	Art/2DArt/SkillIcons/TheAncientOrder.dds
StaffConsecratePlayer	Consecrate	Art/2DArt/BuffIcons/consecrated.dds
StaggeringPalmPlayer	Staggering Palm	Art/2DArt/SkillIcons/MonkWindPalm.dds
StaggeringPalmProjectilePlayer	Projectile	Art/2DArt/SkillIcons/MonkWindPalm.dds
StampedePlayer	Stampede	Art/2DArt/SkillIcons/BruteStampede.dds
StampedeRogueExileWarrior2	Stampede	Art/2DArt/SkillIcons/BruteStampede.dds
StarbornOnslaughtPlayer	Starborn Onslaught	Art/2DArt/SkillIcons/HimindrygrSkillIcon.dds
StompingGroundShockwavePlayer	Stomping Ground Shockwave	Art/2DArt/SkillIcons/iconbasicattack.dds
StonebackRhoaTableCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
StormBladePlayer	[DNT-UNUSED] Storm Blade	Art/2DArt/SkillIcons/Upheaval.dds
StormLancePlayer	Storm Lance	Art/2DArt/SkillIcons/HuntressOverchargedSpear.dds
StormLanceRogueExileHuntress2	Storm Lance	Art/2DArt/SkillIcons/HuntressOverchargedSpear.dds
StormWavePlayer	Storm Wave	Art/2DArt/SkillIcons/MonkStormWave.dds
StormblastBoltsAmmoPlayer	Load Stormblast Bolts	Art/2DArt/SkillIcons/SiegeCascadeStormblast.dds
StormblastBoltsPlayer	Stormblast Bolts	Art/2DArt/SkillIcons/SiegeCascadeStormblast.dds
StormcallerArrowPlayer	Stormcaller Arrow	Art/2DArt/SkillIcons/RangerShockingArrow.dds
SummonAzmerianWolfPlayer	Azmerian Wolf	Art/2DArt/SkillIcons/ThePackLeaderBaseMinionSkill.dds
SummonBeastPlayer	Companion: {0}	Art/2DArt/SkillIcons/HuntressSummonCompanion.dds
SummonBeastRogueExileHuntress2	Companion: {0}	Art/2DArt/SkillIcons/HuntressSummonCompanion.dds
SummonFireDjinnPlayer	Ruzhan, the Blazing Sword	Art/2DArt/SkillIcons/SorceressSummonFireDjinn.dds
SummonInfernalHoundPlayer	Summon Infernal Hound	Art/2DArt/SkillIcons/WitchSummonInfernalFamiliar.dds
SummonMercenaryCompanionPlayer	Summon Companion	Art/2DArt/SkillIcons/SummonMercCompanion.dds
SummonMetaTotemBallistaPlayer	Summon Ballista Totem	Art/2DArt/SkillIcons/GrenadeBallistaSkillIcon.dds
SummonMetaTotemSpellTotemPlayer	Spell Totem	Art/2DArt/SkillIcons/DruidSpellTotem.dds
SummonMistRavenPlayer	Mist Raven	Art/2DArt/SkillIcons/MistRavenSummon.dds
SummonSandDjinnPlayer	Kelari, the Tainted Sands	Art/2DArt/SkillIcons/SorceressSummonSandDjinn.dds
SummonSkeletalArsonistsPlayer	Skeletal Arsonist Minion	Art/2DArt/SkillIcons/WitchArsonistSkeleton.dds
SummonSkeletalBrutesPlayer	Skeletal Brute Minion	Art/2DArt/SkillIcons/WitchBruteSkeleton.dds
SummonSkeletalClericsPlayer	Skeletal Cleric Minion	Art/2DArt/SkillIcons/WitchClericSkeleton.dds
SummonSkeletalFrostMagesPlayer	Skeletal Frost Mage Minion	Art/2DArt/SkillIcons/WitchFrostSkeleton.dds
SummonSkeletalReaversPlayer	Skeletal Reaver Minion	Art/2DArt/SkillIcons/WitchReaverSkeleton.dds
SummonSkeletalSnipersPlayer	Skeletal Sniper Minion	Art/2DArt/SkillIcons/WitchArcherSkeleton.dds
SummonSkeletalSnipersRogueExileWitch1	Skeletal Sniper Minion	Art/2DArt/SkillIcons/WitchArcherSkeleton.dds
SummonSkeletalStormMagesPlayer	Skeletal Storm Mage Minion	Art/2DArt/SkillIcons/WitchStormSkeleton.dds
SummonSkeletalWarriorsExileWitch1	Skeletal Warrior Minion	Art/2DArt/SkillIcons/WitchWarriorSkeleton.dds
SummonSkeletalWarriorsPlayer	Skeletal Warrior Minion	Art/2DArt/SkillIcons/WitchWarriorSkeleton.dds
SummonSkeletalWarriorsRogueExileWitch1	Skeletal Warrior Minion	Art/2DArt/SkillIcons/WitchWarriorSkeleton.dds
SummonSpectrePlayer	Spectre: {0}	Art/2DArt/SkillIcons/WitchSpectre.dds
SummonSpectreRogueExileWitch1_1	Spectre: {0}	Art/2DArt/SkillIcons/WitchSpectre.dds
SummonSpectreRogueExileWitch1_2	Spectre: {0}	Art/2DArt/SkillIcons/WitchSpectre.dds
SummonSpectreRogueExileWitch1_3	Spectre: {0}	Art/2DArt/SkillIcons/WitchSpectre.dds
SummonSpectreRogueExileWitch2_1	Spectre: {0}	Art/2DArt/SkillIcons/WitchSpectre.dds
SummonSpiralingConspiracyPlayer	Spiraling Conspiracy	Art/2DArt/SkillIcons/RoostOfTheRavenKingSwarm.dds
SummonWaterDjinnPlayer	Navira, the Last Mirage	Art/2DArt/SkillIcons/SorceressSummonWaterDjinn.dds
SunderPlayer	Sunder	Art/2DArt/SkillIcons/BruteSunder.dds
SuperchargedSlamPlayer	Supercharged Slam	Art/2DArt/SkillIcons/BruteSuperchargedSlam.dds
SuperchargedSlamRogueExileWarrior1	Supercharged Slam	Art/2DArt/SkillIcons/BruteSuperchargedSlam.dds
SupportTriggeredAnnihilationPlayer	Annihilation	
SupportTriggeredSavageSnare	[DNT] Savage Snare	
SupportingFirePlayer	Supporting Fire	Art/2DArt/SkillIcons/TacticianDeathFromAboveSkillIcon.dds
SwollenMillerChargeFar	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
SwollenMillerChargeMediumNear	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
SwollenMillerChargeNear	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
SwollenMillerMeleeBackhand	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
SwollenMillerMeleeCombo2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
SwollenMillerMeleeSlap	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
SwollenMillerMeleeTrampleCombo	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
SwordLeapSlashPlayer	[DNT-UNUSED] Sword Lunge	Art/2DArt/SkillIcons/passives/fencing.dds
SwordLungePlayer	[DNT-UNUSED] Sword Lunge	Art/2DArt/SkillIcons/passives/fencing.dds
TCAncestralLeagueKaruiHulk	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCBaronBossHowlChargeOut	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCBaronBossHumanImpale	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCBloodElementalGush	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCBreachHandMageSpiderDash	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCChaosGodRangedFodder	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCChaosGodTriceratops	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCCockroachManCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCCrowbell	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCDoomBossSumoDash	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCExcavatorOrbCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCExpeditionAntCarrierCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCExplodingPigCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCFallenGodChaosCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCFallenGodChaosChargeSanctified	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCFallenKnightPortalIn	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCFallenKnightStartFight	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCFallenStag	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCGemlingBossBloodHunt	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCGemlingBossBloodHuntEmpowered	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCGemlingBossBloodHuntEmpoweredBounce	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCGemlingBossBloodHuntEmpoweredCrash	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCGladiatorPitbull	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCGoldenOnesUnarmedCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCHarborBossCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCHellscapePaleElite2Charge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCIceGoblinCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCIgnadukBroomChargeCrash	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCIgnadukBroomChargeIntro	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCIgnadukBroomChargeNoEnd	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCIgnadukBroomChargeNoStart	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCIgnadukBroomChargeNoStartNoEnd	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCJavelinCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCLieutenantBruteCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCPrimordialHoundCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCQuadrillaCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCRathbreakerDrivebyCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCSavageBruteClawCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCSpiritBoarCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCSpiritOfTheCat	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCSpiritOxCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCSwollenMillerCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCSwollenMillerChargeEnraged	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCTamedGoblinBeastGoblinRelease	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCTawhoaBoarCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCTwilghtOrderSoldierCharge	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TCqwe_NEW_ENTRIES_GO_ABOVE_ME	Table Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TalismanDaemonRaiseZombie	Raise Zombie	Art/2DArt/SkillIcons/WitchRaiseZombie.dds
TameBeastPlayer	Tame Beast	Art/2DArt/SkillIcons/HuntressTameBeast.dds
TangmazuMadFlightMinion	Mad Flight	Art/2DArt/SkillIcons/RoostOfTheRavenKingCommand.dds
TemperWeaponCombustionPlayer	Combust	Art/2DArt/SkillIcons/SmithOfKitavaImbueWeaponSkillIcon.dds
TemperWeaponPlayer	Temper Weapon	Art/2DArt/SkillIcons/SmithOfKitavaImbueWeaponSkillIcon.dds
TempestBellPlayer	Tempest Bell	Art/2DArt/SkillIcons/MonkTempestBell.dds
TempestFlurryPlayer	Tempest Flurry	Art/2DArt/SkillIcons/MonkTempestFlurry.dds
TemplarCultistShieldCharge	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TemporalChainsPlayer	Temporal Chains	Art/2DArt/SkillIcons/temporalchains.dds
TemporalChainsRogueExileMonk2	Temporal Chains	Art/2DArt/SkillIcons/temporalchains.dds
TemporalChainsRogueExileWitch2	Temporal Chains	Art/2DArt/SkillIcons/temporalchains.dds
TemporalRiftPlayer	Temporal Rift	Art/2DArt/SkillIcons/SorceressTemporalistTemporalRift.dds
TenderizerChargeFar	Shield Charge	Art/2DArt/SkillIcons/iconshieldcharge.dds
TenderizerMeleeDouble	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
TenderizerMeleeNormal	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
TenderizerMeleeNormal2	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
TenderizerMeleeSpin	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
TheFlawedEdictPlayer	[DNT-UNUSED] The Flawed Edict	Art/2DArt/SkillIcons/SmithOfKitavaImbueWeaponSkillIcon.dds
TheStarsAnswerCometPlayer	Starfall	Art/2DArt/SkillIcons/Runeseeker.dds
TheStarsAnswerPlayer	The Stars Answer	Art/2DArt/SkillIcons/Runeseeker.dds
ThrashingVinesPlayer	Thrashing Vines	Art/2DArt/SkillIcons/DruidAwakenedForest.dds
ThunderousLeapPlayer	Thunderous Leap	Art/2DArt/SkillIcons/ThunderousLeapSkillIcon.dds
ThunderousLeapRogueExileHuntress2	Thunderous Leap	Art/2DArt/SkillIcons/ThunderousLeapSkillIcon.dds
ThunderstormPlayer	Thunderstorm	Art/2DArt/SkillIcons/LightningStormSkill.dds
TimeFreezePlayer	Time Freeze	Art/2DArt/SkillIcons/SorceressTemporalistTimeStop.dds
TimeOfNeedPlayer	Time of Need	Art/2DArt/SkillIcons/TimeOfNeedSkill.dds
TimeSnapPlayer	Time Snap	Art/2DArt/SkillIcons/SorceressTemporalistReloadCooldown.dds
ToggleMountMinionPlayer	Toggle Mount Minion	Art/2DArt/SkillIcons/GamepadActions/MountRhoa.dds
TombStalkerEarthquake	Earthquake	Art/2DArt/SkillIcons/BruteEarthquake.dds
TombStalkerLeapSlam	Leap Slam	Art/2DArt/SkillIcons/BruteLeapSlam.dds
TornadoPlayer	Tornado	Art/2DArt/SkillIcons/DruidTornado.dds
TornadoShotPlayer	Tornado Shot	Art/2DArt/SkillIcons/RangerTornadoShotSkill.dds
TornadoShotRogueExileRanger2	Tornado Shot	Art/2DArt/SkillIcons/RangerTornadoShotSkill.dds
ToxicDomainPlayer	Toxic Domain	Art/2DArt/SkillIcons/RangerToxicDomain.dds
ToxicGrenadePlayer	Gas Grenade	Art/2DArt/SkillIcons/ToxicGrenade.dds
ToxicGrowthPlayer	Toxic Growth	Art/2DArt/SkillIcons/RangerPoisonBloomSkill.dds
ToxicGrowthRogueExileRanger2	Toxic Growth	Art/2DArt/SkillIcons/RangerPoisonBloomSkill.dds
TrailOfCaltropsPlayer	Trail of Caltrops	Art/2DArt/SkillIcons/CaltropsOnDodgeSkillIcon.dds
TrailOfCaltropsRogueExileHuntress1	Trail of Caltrops	Art/2DArt/SkillIcons/CaltropsOnDodgeSkillIcon.dds
TreeWhipPlayer	[DNT] Whip	Art/2DArt/SkillIcons/UnarmedDefaultSkill.dds
TrialmasterBossMeleeKnockback	Basic Attack	Art/2DArt/SkillIcons/iconbasicattack.dds
TrialmasterCyclone	Cyclone	Art/2DArt/SkillIcons/cyclone.dds
TriggeredAbyssalApparitionPlayer	Abyssal Apparition	Art/2DArt/SkillIcons/AbyssalLichApparitionSkill.dds
TriggeredAtzirisCallPlayer	[DNT] Atziri's Storm	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredBattershoutExplosionPlayer	Battershout	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredBoneShrapnelPlayer	Bone Shrapnel Explosion	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredBrambleslamPlayer	Brambles	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredBurningRunesPlayer	Burning Inscription	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredCaltropsOnDodgeRogueExileMonk2	Caltrops	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredCaltropsPlayer	Caltrops	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredCatalysingDischargePlayer	Catalysing Discharge	Art/2DArt/SkillIcons/SorceressArcticArmour.dds
TriggeredCausticCloudPlayer	Triggered Caustic Cloud	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredCorruptingCryPlayer	Corrupted Cry	
TriggeredCorruptingCryThreePlayer	Twisted Pact	
TriggeredCorruptingCryTwoPlayer	Corrupted Cry	
TriggeredCraterPlayer	Crater	Art/2DArt/SkillIcons/ElementalPowerSkillWand.dds
TriggeredCreepingChillPlayer	Creeping Chill	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredCurseZoneHazardExplosionPlayer	Doedre's Dark Design	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredDeadlyCurrentPlayer	Coursing Current	Art/2DItems/Gems/New/NewSupport/DeadlyCurrentSupportGem.dds
TriggeredDeadlyResolvePlayer	Deadly Resolve	Art/2DItems/Gems/New/NewSupport/DangerousResolveSupportGem.dds
TriggeredDecayingHexPlayer	Profane Decay	
TriggeredDetonationPlayer	[DNT-UNUSED] Detonation	Art/2DArt/SkillIcons/RangerDetonatingArrowSkill.dds
TriggeredDreamersKnellPlayer	[DNT] Small Bell	Art/2DArt/SkillIcons/ChillingAuraSkillStaff.dds
TriggeredElementalDischargePlayer	Elemental Discharge	Art/2DArt/SkillIcons/SorceressArcticArmour.dds
TriggeredEmpoweredSparkPlayer	Empowered Sparks	Art/2DItems/Gems/New/NewSupport/EmpoweredSparksSupportGem.dds
TriggeredEmpoweredSparkPlayerTwo	Empowered Sparks	Art/2DItems/Gems/New/NewSupport/EmpoweredSparksSupportGem.dds
TriggeredExplosiveGrowthPlayer	Accelerated Growth	Art/2DArt/SkillIcons/Support/ExplosiveGrowth.dds
TriggeredExplosiveGrowthPlayerTwo	Accelerated Growth	Art/2DArt/SkillIcons/Support/ExplosiveGrowth.dds
TriggeredExplosiveTransmutationExplosionPlayer	Transmutation Explosion	Art/2DArt/SkillIcons/ExpeditionExplosiveTransmutation.dds
TriggeredFanTheFlamesPlayer	Fan the Flames	Art/2DArt/SkillIcons/Support/FanTheFlames.dds
TriggeredFanTheFlamesPlayerTwo	Fan the Flames	Art/2DArt/SkillIcons/Support/FanTheFlames.dds
TriggeredFieryDeathPlayer	Fiery Death	Art/2DArt/SkillIcons/burntground.dds
TriggeredFistOfKalguurPlayer	Fist of Kalguur	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredFlamePillarPlayer	Flame Pillar	Art/2DArt/SkillIcons/BeserkSkill.dds
TriggeredFracturedSelfPlayer	Fragment Self	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredFrozenVortexPlayer	[DNT-UNUSED] Frozen Vortex	Art/2DArt/SkillIcons/FrostVortex.dds
TriggeredGasCloudPlayer	[DNT-UNUSED] Gas Cloud	Art/2DArt/SkillIcons/RangerGasCloudSkill.dds
TriggeredHaemocrystalsPlayer	Haemocrystals	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredHisWinnowingFlamePillarPlayer	Grisly Pyre	Art/2DArt/SkillIcons/BeserkSkill.dds
TriggeredHoarfrostPlayer	[DNT-UNUSED] triggered_hoarfrost	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredLightningDetonateDeadPlayer	Voltaic Fulmination	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredLivingLightningPlayer	Living Lightning	Art/2DArt/SkillIcons/LivingLightningSkill.dds
TriggeredLivingLightningPlayerTwo	Living Lightning	Art/2DArt/SkillIcons/LivingLightningSkill.dds
TriggeredManaFlarePlayer	Mana Flare	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredManifestRunePlayer	Manifest Rune	Art/2DArt/SkillIcons/ExpeditionRunewordManifest.dds
TriggeredMoltenShowerPlayer	Molten Shower	Art/2DArt/SkillIcons/VolcanicEruptionSkillIcon.dds
TriggeredMorrigansInsightPlayer	Nature's Exchange	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredPoisonSporesPustule	Poison Spores	Art/2DArt/SkillIcons/RangerToxicDomain.dds
TriggeredQuillburstPlayer	Quill Burst	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredRuneforgedBladesPlayer	Runeforged Blades	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredShockingRiftPlayer	Electromagnetism	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredSkitteringStonePlayer	Skittering Stone	Art/2DArt/SkillIcons/Support/SkitteringStone.dds
TriggeredSkitteringStonePlayerTwo	Skittering Stone	Art/2DArt/SkillIcons/Support/SkitteringStone.dds
TriggeredSoulbreakerPlayer	Soulbreaker	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredSparkEmpowerPlayer	Empowered Sparks	Art/2DItems/Gems/New/NewSupport/EmpoweredSparksSupportGem.dds
TriggeredSplinterExplosionHardyTotems	Tawhoa's Vengeance	Art/2DArt/SkillIcons/WindstormLanceSkillIcon.dds
TriggeredStaticShocksPlayer	Static Shocks	Art/2DArt/SkillIcons/Support/GroundingShocksSupport.dds
TriggeredSupportFromTheGraveIceFragmentPlayer	[DNT] From the Grave Ice Fragment	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredSupportFrozenSpiteIceFragmentPlayer	Ice Fragments	Art/2DArt/SkillIcons/iconbasicattack.dds
TriggeredSupportTotemicAegisPlayer	[DNT-UNUSED]  totemic aegis	Art/2DArt/SkillIcons/BruteShieldWall.dds
